2026-01-27 15:54:55.202 I [MediaServer.exe] [36036-35012] main.cpp:271 start_main | ZLMediaKit(git hash:a050f38/2025-05-11T11:18:34+08:00,branch:,build time:2025-05-11T03:24:50)
2026-01-27 15:55:04.379 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:rtmp://__defaultVhost__/live/stream1
2026-01-27 15:55:04.379 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:ts://__defaultVhost__/live/stream1
2026-01-27 15:55:04.379 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:rtsp://__defaultVhost__/live/stream1
2026-01-27 15:55:07.100 I [MediaServer.exe] [36036-event poller 13] Rtsp.cpp:471 getPortPair | got port from pool:31720-31721
2026-01-27 15:55:07.105 D [MediaServer.exe] [36036-event poller 13] MediaSink.cpp:196 emitAllTrackReady | All track ready use 16ms
2026-01-27 15:55:07.105 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:fmp4://__defaultVhost__/live/stream2
2026-01-27 15:55:07.105 I [MediaServer.exe] [36036-event poller 13] MultiMediaSourceMuxer.cpp:597 onAllTrackReady | stream: rtsp://127.0.0.1:9994/live/stream2 , codec info: H264[544/960/29] mpeg4-generic[8000/1/16] 
2026-01-27 15:55:07.105 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:rtmp://__defaultVhost__/live/stream2
2026-01-27 15:55:07.105 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:ts://__defaultVhost__/live/stream2
2026-01-27 15:55:07.105 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注册:rtsp://__defaultVhost__/live/stream2
2026-01-27 15:56:38.746 I [MediaServer.exe] [36036-event poller 4] RtspSession.cpp:823 handleReq_Play | 3-896(127.0.0.1:52978) rtsp seekTo(ms):0
2026-01-27 15:56:38.746 I [MediaServer.exe] [36036-event poller 4] RtspSession.cpp:853 handleReq_Play | 3-896(127.0.0.1:52978) 指定播放track:0
2026-01-27 15:57:14.141 W [MediaServer.exe] [36036-event poller 4] RtspSession.cpp:62 onError | 3-896(127.0.0.1:52978) RTSP播放器(__defaultVhost__/live/stream1)断开:recv teardown request,耗时(s):35
2026-01-27 15:57:34.135 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:ts://__defaultVhost__/live/stream2
2026-01-27 15:57:34.135 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:rtmp://__defaultVhost__/live/stream2
2026-01-27 15:57:34.135 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:fmp4://__defaultVhost__/live/stream2
2026-01-27 15:57:34.135 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:rtsp://__defaultVhost__/live/stream2
2026-01-27 15:57:34.135 W [MediaServer.exe] [36036-event poller 13] RtspSession.cpp:62 onError | 2-884(127.0.0.1:50457) RTSP推流器(__defaultVhost__/live/stream2)断开:recv teardown request,耗时(s):147
2026-01-27 15:57:34.135 I [MediaServer.exe] [36036-event poller 13] Rtsp.cpp:480 operator () | return port to pool:31720-31721
2026-01-27 15:57:34.473 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:ts://__defaultVhost__/live/stream1
2026-01-27 15:57:34.475 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:rtmp://__defaultVhost__/live/stream1
2026-01-27 15:57:34.475 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:fmp4://__defaultVhost__/live/stream1
2026-01-27 15:57:34.476 I [MediaServer.exe] [36036-event poller 13] MediaSource.cpp:505 emitEvent | 媒体注销:rtsp://__defaultVhost__/live/stream1
2026-01-27 15:57:34.476 W [MediaServer.exe] [36036-event poller 13] RtspSession.cpp:62 onError | 1-864(127.0.0.1:50450) RTSP推流器(__defaultVhost__/live/stream1)断开:recv teardown request,耗时(s):150
2026-01-27 15:57:34.476 I [MediaServer.exe] [36036-event poller 13] Rtsp.cpp:480 operator () | return port to pool:33826-33827
